iter	Logloss
138	0.4902383863
139	0.4897069553
140	0.489135517
141	0.4888012913
142	0.4882944491
143	0.4879618176
144	0.4875408083
145	0.4871546308
146	0.4868217177
147	0.4864044373
148	0.4858603103
149	0.4853125311
150	0.4847932938
151	0.4845168271
152	0.4840979523
153	0.4837120538
154	0.4833957703
155	0.4829430274
156	0.4826635793
157	0.4822850148
158	0.4819108203
159	0.4815451358
160	0.4810294525
161	0.4805864543
162	0.4802201285
163	0.4797996171
164	0.4793215446
165	0.4787872799
166	0.4782938707
167	0.4779777086
168	0.4776189813
169	0.4771800934
170	0.4768830218
171	0.4763971832
172	0.4759753345
173	0.4757696906
174	0.4751304734
175	0.4748136332
176	0.4742128332
177	0.4737301296
178	0.4734183757
179	0.4730751903
180	0.4727175612
181	0.4722190809
182	0.4718918538
183	0.4715784877
184	0.4713260138
185	0.4711784343
186	0.4708910817
187	0.4705986278
188	0.4700130807
189	0.4697177737
190	0.4693282128
191	0.4691387629
192	0.4689590278
193	0.4688354349
194	0.4685959689
195	0.4682741601
196	0.4677361726
197	0.4673806784
198	0.4669815779
199	0.4666657945
200	0.4664263626
201	0.4659864496
202	0.4657680142
203	0.465383176
204	0.4649132594
205	0.4646123659
206	0.4641621261
207	0.4637854143
208	0.4634931437
209	0.4632736652
210	0.4630345315
211	0.4625890822
212	0.4622797015
213	0.4620958263
214	0.4615822926
215	0.4610657888
216	0.4607245369
217	0.4604454676
218	0.4600532638
219	0.4595507368
220	0.4592517823
221	0.4589459793
222	0.4587020217
223	0.4583755699
224	0.4579303611
225	0.4575564379
226	0.4573612879
227	0.4570852028
228	0.456635501
229	0.4562808406
230	0.4557498523
231	0.4553119464
232	0.4550295864
233	0.4549475482
234	0.4544490339
235	0.454014404
236	0.4537647597
237	0.4535779829
238	0.4532440811
239	0.4527147079
240	0.4523020997
241	0.451978546
242	0.4516850179
243	0.4514139845
244	0.4509597262
245	0.4507610622
246	0.4504944913
247	0.4502972917
248	0.4498776543
249	0.4495953861
250	0.4494661003
251	0.4488926409
252	0.4486069101
253	0.4482222026
254	0.4479365836
255	0.4477500025
256	0.4474552069
257	0.4470007286
258	0.4462288954
259	0.4458302478
260	0.4455813973
261	0.4452289267
262	0.4449121266
263	0.4445794566
264	0.444389092
265	0.4440210403
266	0.443569291
267	0.4434531869
268	0.4431682042
269	0.442928198
270	0.4427024576
271	0.4423767902
272	0.4421992552
273	0.4419383092
274	0.4416061057
275	0.4415177176
276	0.4412016355
277	0.4407679749
278	0.4405386978
279	0.4402902007
280	0.439919164
281	0.4393832217
282	0.439035751
283	0.4385744181
284	0.4382744201
285	0.4379863147
286	0.4375386414
287	0.4373021389
288	0.4370958473
289	0.4368397175
290	0.4364187953
291	0.436068973
292	0.4358135189
293	0.4355345349
294	0.4351711405
295	0.4347575676
296	0.4343827601
297	0.4339604009
298	0.4336209343
299	0.4334128012
300	0.4332487544
301	0.4329009663
302	0.4327457723
303	0.4323917537
304	0.4320680437
305	0.4316931188
306	0.4313526671
307	0.4310481567
308	0.4307813494
309	0.4304208967
310	0.4301290181
311	0.4297904087
312	0.4293952658
313	0.429071426
314	0.4287206839
315	0.4284351591
316	0.4282560232
317	0.4278740262
318	0.4274666353
319	0.4270210643
320	0.4266272136
321	0.4263390538
322	0.4258263403
323	0.425610996
324	0.4253186561
325	0.4249553291
326	0.4244452901
327	0.4241314101
328	0.4239721109
329	0.4236615864
330	0.423308492
331	0.4228899933
332	0.4225314937
333	0.4223024764
334	0.422042963
335	0.4217088298
336	0.4212113279
337	0.4209075234
338	0.4205288887
339	0.4199889503
340	0.4194972265
341	0.4193111319
342	0.4189941595
343	0.4187065772
344	0.418228429
345	0.4178606424
346	0.417468669
347	0.4170893315
348	0.4167852312
349	0.4163519626
350	0.415795639
351	0.4155600383
352	0.415383169
353	0.4151811114
354	0.4148306448
355	0.4145860415
356	0.4142220363
357	0.4139692729
358	0.4134425426
359	0.4130979912
360	0.4127767054
361	0.4123141908
362	0.4121122603
363	0.4119026199
364	0.4115700439
365	0.4110701913
366	0.4107392191
367	0.4102907055
368	0.4100016163
369	0.4097817978
370	0.409566878
371	0.4093000932
372	0.409084887
373	0.4087731227
374	0.4084246861
375	0.4078650372
376	0.4075175131
377	0.4072301871
378	0.4068036275
379	0.4065446545
380	0.4063546278
381	0.406102286
382	0.4056856392
383	0.4052917373
384	0.4048246489
385	0.4043441061
386	0.4041380229
387	0.4038520592
388	0.4035042341
389	0.403253906
390	0.4029479106
391	0.4027314878
392	0.4022160953
393	0.4018061844
394	0.4015393676
395	0.4010984114
396	0.4008083198
397	0.4004498637
398	0.3998342546
399	0.3995194001
400	0.3992692672
401	0.3990770223
402	0.3987460752
403	0.3985261522
404	0.3980272988
405	0.3976979061
406	0.3972377758
407	0.3967887685
408	0.3964440759
409	0.3960680727
410	0.3956925323
411	0.3951856013
412	0.3947073483
413	0.3941585291
414	0.3937543168
415	0.393163106
416	0.3927438257
417	0.3924048561
418	0.3921052092
419	0.3918434521
420	0.3915107415
421	0.3911931724
422	0.3907754882
423	0.390373761
424	0.3900125077
425	0.3897449853
426	0.3892739202
427	0.388842813
428	0.3885799795
429	0.3882109994
430	0.3876659915
431	0.3872688169
432	0.386818156
433	0.3865209542
434	0.3861441296
435	0.3858466096
436	0.3855270389
437	0.385137275
438	0.3847096569
439	0.3842584157
440	0.3840947465
441	0.3838534951
442	0.3834890527
443	0.3829066987
444	0.3823882828
445	0.3818565209
446	0.381437355
447	0.3810729533
448	0.3807242276
449	0.3802861796
450	0.3797733811
451	0.379463977
452	0.3790381066
453	0.3786587684
454	0.3783160585
455	0.3780587664
456	0.3777598818
457	0.377469964
458	0.3770214162
459	0.3765740312
460	0.3761699647
461	0.3757851658
462	0.3754465976
463	0.375096445
464	0.3747739022
465	0.374215173
466	0.373809615
467	0.3735491906
468	0.3732017439
469	0.372912598
470	0.3725355816
471	0.3721831064
472	0.3718838747
473	0.3715405065
474	0.3713059504
475	0.3710020901
476	0.3706020201
477	0.3700916483
478	0.3698588547
479	0.3693690668
480	0.3688795676
481	0.3685190605
482	0.3681532126
483	0.3679040333
484	0.3674325932
485	0.3671233256
486	0.3667185111
487	0.3663162689
488	0.3659655355
489	0.3657338564
490	0.3654685212
491	0.3651556776
492	0.3647651587
493	0.3644488114
494	0.3639686256
495	0.3636245937
496	0.3631204776
497	0.3626815416
498	0.3622795167
499	0.3619913739
500	0.361612271
501	0.3611822008
502	0.3607597998
503	0.3604652915
504	0.360212006
505	0.3599987681
506	0.3596715992
507	0.3593267776
508	0.359121997
509	0.3586607299
510	0.3583235205
511	0.3579170069
512	0.3575234516
513	0.3571642771
514	0.3568578233
515	0.356639488
516	0.3561227407
517	0.355796876
518	0.355547245
519	0.3552227119
520	0.354898016
521	0.3546357217
522	0.3542866214
523	0.3540001473
524	0.3534840417
525	0.3531195623
526	0.3527840932
527	0.352422747
528	0.3521235643
529	0.3518031687
530	0.3514978042
531	0.3512427362
532	0.3510862334
533	0.3508780605
534	0.3506335593
535	0.3504442947
536	0.3500903286
537	0.3498259857
538	0.3492833219
539	0.3490117504
540	0.3487018665
541	0.3485025824
542	0.3482106679
543	0.3478182907
544	0.3474817959
545	0.3473105821
546	0.3469573259
547	0.3466053692
548	0.3462495346
549	0.3458947956
550	0.3456272711
551	0.3451584494
552	0.3449900835
553	0.3446963808
554	0.3443150823
555	0.3439513858
556	0.343618862
557	0.3433242028
558	0.3431619858
559	0.3429751666
560	0.3426790985
561	0.3422607113
562	0.3419215055
563	0.3416948222
564	0.3413158917
565	0.3410586102
566	0.3405959323
567	0.3403695385
568	0.3400478943
569	0.3398963789
570	0.339740077
571	0.3394225273
572	0.3390593472
573	0.3386227096
574	0.3381999826
575	0.3379280089
576	0.3376715994
577	0.3372989725
578	0.3370214699
579	0.3367962645
580	0.3364291507
581	0.3361478724
582	0.3358653567
583	0.3355724085
584	0.3353032
585	0.3350924031
586	0.3348572452
587	0.3345149508
588	0.334248794
589	0.3340772011
590	0.3338137648
591	0.3335053719
592	0.3330052762
593	0.3327761537
594	0.3324265781
595	0.3321173814
596	0.3320055853
597	0.3315116766
598	0.3313222498
599	0.330988139
600	0.3306827161
601	0.3303679383
602	0.3301097046
603	0.329558748
604	0.32919675
605	0.3289457704
606	0.3285555377
607	0.3282526337
608	0.3279386912
609	0.3275839236
610	0.3272698137
611	0.3270261936
612	0.3268689108
613	0.3266427574
614	0.3264108127
615	0.3261326278
616	0.3258487139
617	0.3254827528
618	0.3251947325
619	0.3249411333
620	0.3246868992
621	0.3243424826
622	0.3242681924
623	0.3239192777
624	0.3237397937
625	0.3233153531
626	0.3230613058
627	0.3229810442
628	0.3228122704
629	0.3224896345
630	0.3222515185
631	0.3219430575
632	0.3217134003
633	0.3213954696
634	0.3211921348
635	0.3209045811
636	0.3207261398
637	0.3205827791
638	0.3203577606
639	0.3200293146
640	0.3197954471
641	0.3195404479
642	0.319240387
643	0.318779872
644	0.3185035439
645	0.3180402909
646	0.3180080855
647	0.317810111
648	0.3174176252
649	0.3172069321
650	0.3169410908
651	0.3167374861
652	0.316443094
653	0.3161287688
654	0.3159192227
655	0.3158772632
656	0.3156171976
657	0.3153804759
658	0.3151288063
659	0.3147287632
660	0.3144518167
661	0.3142238902
662	0.3139930167
663	0.3139005739
664	0.3135772717
665	0.3133326789
666	0.3132075151
667	0.313157743
668	0.3131288207
669	0.3128803634
670	0.3125549063
671	0.3123399062
672	0.312071923
673	0.3118519231
674	0.3116588381
675	0.3114522287
676	0.3112285655
677	0.3109634264
678	0.3106931538
679	0.3104102236
680	0.310143108
681	0.3099007541
682	0.3095418529
683	0.30923517
684	0.3089554665
685	0.3089146981
686	0.3088705785
687	0.308669563
688	0.3083939104
689	0.3081224621
690	0.3079185403
691	0.3076153443
692	0.3072748598
693	0.3070184766
694	0.30679237
695	0.3064524539
696	0.3062738311
697	0.3059469784
698	0.3057716307
699	0.3053968893
700	0.3051042446
701	0.3049224551
702	0.3046055298
703	0.3042959498
704	0.3039200803
705	0.3037552783
706	0.3035009695
707	0.3033359556
708	0.3030352533
709	0.3027122273
710	0.3024766587
711	0.3022445883
712	0.3019151916
713	0.3017819067
714	0.3014989254
715	0.3012775469
716	0.3010267307
717	0.3007586373
718	0.3005610342
719	0.3002998131
720	0.2999731727
721	0.2997449245
722	0.2993990389
723	0.2991428821
724	0.2989263177
725	0.298533687
726	0.2982530256
727	0.29811769
728	0.297947272
729	0.2976442584
730	0.2974319775
731	0.2970618732
732	0.2966745932
733	0.2964067376
734	0.2962113785
735	0.2959807419
736	0.2956794985
737	0.295410669
738	0.2950655932
739	0.2948199895
740	0.2944825037
741	0.2942732949
742	0.2939227669
743	0.293742803
744	0.2933017138
745	0.2929804867
746	0.2927913856
747	0.2925772517
748	0.2922135987
749	0.2919208215
750	0.2916911697
751	0.2914725589
752	0.2912522021
753	0.2910158591
754	0.2907490115
755	0.2905265425
756	0.2902664366
757	0.2900661619
758	0.2897779047
759	0.2895924708
760	0.2894485782
761	0.2892361007
762	0.2889853127
763	0.2888023197
764	0.2886770903
765	0.2884324561
766	0.2880809772
767	0.2878129318
768	0.2874749931
769	0.2872942899
770	0.2870591312
771	0.2868895912
772	0.2865738963
773	0.2863056801
774	0.2861232626
775	0.2859283498
776	0.2857273983
777	0.285437428
778	0.2851479176
779	0.2849886568
780	0.2847695776
781	0.2844278415
782	0.2842014426
783	0.2838764604
784	0.2836202527
785	0.2832343957
786	0.2830521394
787	0.2829027658
788	0.2827655316
789	0.2825987546
790	0.2823753777
791	0.2821369618
792	0.2817384691
793	0.2815740721
794	0.2812505221
795	0.2809585112
796	0.2805430513
797	0.2802420514
798	0.2800339486
799	0.2798271571
800	0.2796871925
801	0.2794618552
802	0.2792695483
803	0.2790382856
804	0.2788894306
805	0.2785729459
806	0.2784062322
807	0.2782272042
808	0.2779616576
809	0.2777805286
810	0.2776600953
811	0.2774574729
812	0.2771770427
813	0.2769664696
814	0.2768125649
815	0.2766330814
816	0.2763755863
817	0.2761047609
818	0.2758436557
819	0.2756225592
820	0.275476728
821	0.2752957817
822	0.2750957217
823	0.2748505365
824	0.2746401546
825	0.2745251265
826	0.2742362236
827	0.2739988983
828	0.2737490333
829	0.2735441011
830	0.2733540071
831	0.2732171237
832	0.2729546057
833	0.2727067326
834	0.272485434
835	0.2723085465
836	0.2720401476
837	0.2718651374
838	0.2715806933
839	0.2712904172
840	0.2710460621
841	0.2708442619
842	0.2706790594
843	0.2705159001
844	0.2703398271
845	0.2700744189
846	0.2698154942
847	0.2696490153
848	0.2694800745
849	0.26915064
850	0.2689324607
851	0.2686538642
852	0.268367412
853	0.2682103547
854	0.2680277311
855	0.2679058661
856	0.2677076232
857	0.2674950898
858	0.2673703602
859	0.2672800007
860	0.2670475701
861	0.2668466981
862	0.2666975668
863	0.2665890474
864	0.2663832108
865	0.2661810676
866	0.2660110398
867	0.2657300771
868	0.2654952085
869	0.265398979
870	0.2650879853
871	0.2649041477
872	0.2647648773
873	0.264569511
874	0.2644080047
875	0.2642523135
876	0.2639848134
877	0.2638130571
878	0.2637103502
879	0.2634861038
880	0.2632831623
881	0.2630950553
882	0.2629455362
883	0.2628052436
884	0.2626967175
885	0.2625155256
886	0.2622262897
887	0.2621191511
888	0.2619120204
889	0.2618098401
890	0.2617175091
891	0.2615358641
892	0.2613165047
893	0.2611378876
894	0.2610097943
895	0.2607282038
896	0.2605136438
897	0.2603179884
898	0.2599961206
899	0.2598863563
900	0.2596996172
901	0.2593859748
902	0.2591618575
903	0.258956492
904	0.2588490676
905	0.258711825
906	0.2585419787
907	0.2583259599
908	0.2581559305
909	0.2579521971
910	0.2577873907
911	0.2575611963
912	0.2573329885
913	0.2571135178
914	0.2568248531
915	0.2566423359
916	0.2564572857
917	0.2562181221
918	0.2558886698
919	0.255649817
920	0.2554045803
921	0.2552042421
922	0.2550908027
923	0.2549255202
924	0.2547090525
925	0.2545530877
926	0.2545010423
927	0.2542996463
928	0.254078019
929	0.2539270876
930	0.2536954721
931	0.2535563867
932	0.2532307306
933	0.2529966352
934	0.2528383664
935	0.2526824078
936	0.2525529378
937	0.2523278574
938	0.2519697532
939	0.2516939049
940	0.2514395815
941	0.2513397013
942	0.2511641029
943	0.2510084536
944	0.2508204966
945	0.2505854071
946	0.2503983525
947	0.2500985885
948	0.2499230988
949	0.2497863447
950	0.249526048
951	0.2493237786
952	0.2490571911
953	0.2489142339
954	0.2487487085
955	0.2485084227
956	0.2483478239
957	0.2481445107
958	0.2479052026
959	0.2477631549
960	0.2475876758
961	0.2474315078
962	0.247221951
963	0.2470616152
964	0.2468496271
965	0.2466551242
966	0.2465055857
967	0.2463718427
968	0.2462044588
969	0.2459929664
970	0.2457148397
971	0.245492068
972	0.2453216288
973	0.2452052579
974	0.2450330243
975	0.2449429698
976	0.2448229609
977	0.2446750335
978	0.2446375717
979	0.2445530346
980	0.2443462716
981	0.2440818786
982	0.2439763097
983	0.2437323805
984	0.2434729193
985	0.243406931
986	0.2432334565
987	0.2429788989
988	0.2428005109
989	0.2426679012
990	0.2425129713
991	0.2423383584
992	0.2422153769
993	0.2420116986
994	0.2418354063
995	0.2416648543
996	0.2414184812
997	0.2412297666
998	0.2410018861
999	0.240791259
